Game no.,Winner,Score,mcboy,rdeep
1000,mcboy,1,868,458
1000,mcboy,2,870,458
1000,mcboy,2,872,458
1000,rdeep,2,872,460
1000,mcboy,2,874,460
1000,mcboy,1,875,460
1000,mcboy,2,877,460
1000,mcboy,3,880,460
1000,rdeep,1,880,461
1000,mcboy,1,881,461
1000,mcboy,1,882,461
1000,rdeep,1,882,462
1000,mcboy,2,884,462
1000,mcboy,2,886,462
1000,mcboy,1,887,462
1000,rdeep,1,887,463
1000,mcboy,2,889,463
1000,mcboy,1,890,463
1000,rdeep,2,890,465
1000,mcboy,1,891,465
1000,mcboy,1,892,465
1000,mcboy,3,895,465
1000,rdeep,1,895,466
1000,mcboy,2,897,466
1000,rdeep,1,897,467
1000,rdeep,2,897,469
1000,mcboy,2,899,469
1000,rdeep,1,899,470
1000,rdeep,2,899,472
1000,rdeep,2,899,474
1000,mcboy,2,901,474
1000,mcboy,2,903,474
1000,mcboy,1,904,474
1000,mcboy,1,905,474
1000,rdeep,1,905,475
1000,mcboy,1,906,475
1000,rdeep,1,906,476
1000,mcboy,1,907,476
1000,mcboy,1,908,476
1000,mcboy,2,910,476
1000,rdeep,1,910,477
1000,rdeep,2,910,479
1000,mcboy,1,911,479
1000,rdeep,1,911,480
1000,rdeep,3,911,483
1000,mcboy,2,913,483
1000,mcboy,2,915,483
1000,rdeep,2,915,485
1000,rdeep,1,915,486
1000,mcboy,1,916,486
1000,rdeep,1,916,487
1000,rdeep,2,916,489
1000,rdeep,1,916,490
1000,mcboy,1,917,490
1000,mcboy,1,918,490
1000,mcboy,1,919,490
1000,mcboy,1,920,490
1000,mcboy,1,921,490
1000,rdeep,2,921,492
1000,mcboy,2,923,492
1000,mcboy,1,924,492
1000,mcboy,1,925,492
1000,mcboy,2,927,492
1000,mcboy,1,928,492
1000,rdeep,2,928,494
1000,mcboy,1,929,494
1000,rdeep,1,929,495
1000,rdeep,1,929,496
1000,mcboy,1,930,496
1000,rdeep,3,930,499
1000,rdeep,1,930,500
1000,mcboy,1,931,500
1000,rdeep,2,931,502
1000,rdeep,2,931,504
1000,rdeep,2,931,506
1000,mcboy,1,932,506
1000,mcboy,1,933,506
1000,mcboy,2,935,506
1000,mcboy,2,937,506
1000,mcboy,1,938,506
1000,mcboy,1,939,506
1000,rdeep,2,939,508
1000,mcboy,2,941,508
1000,mcboy,2,943,508
1000,rdeep,1,943,509
1000,mcboy,2,945,509
1000,rdeep,1,945,510
1000,mcboy,1,946,510
1000,mcboy,1,947,510
1000,mcboy,1,948,510
1000,rdeep,1,948,511
1000,rdeep,1,948,512
1000,mcboy,1,949,512
1000,mcboy,1,950,512
1000,mcboy,1,951,512
1000,mcboy,3,954,512
1000,mcboy,1,955,512
1000,rdeep,1,955,513
1000,rdeep,1,955,514
1000,rdeep,2,955,516
